respondent_id,xyz_vaccine,seasonal_vaccine
26853,0.533900842,0.589811613
26854,0.013730636,0.068917044
26855,0.56086109,0.852552004
26856,0.108192274,0.026283743
26857,0.4237013,0.1563951
26858,0.124496232,0.611416767
26859,0.06480419,0.086689603
26860,0.111935025,0.073772621
26861,0.102062193,0.078158101
26862,0.109946479,0.22743455
26863,0.218840053,0.425110397
26864,0.488937846,0.368052246
26865,0.015092698,0.038924422
26866,0.231449433,0.662653651
26867,0.120562604,0.186395125
26868,0.816449877,0.946612031
26869,0.108885922,0.289982541
26870,0.670252942,0.878347891
26871,0.048560749,0.041190788
26872,0.014851151,0.197892324
26873,0.110991416,0.831898891
26874,0.018000836,0.081784883
26875,0.661136999,0.903411023
26876,0.040959301,0.039760607
26877,0.049571652,0.105233875
26878,0.060261565,0.113070783
26879,0.015221936,0.025981569
26880,0.015478415,0.063287604
26881,0.026330642,0.072466129
26882,0.021174804,0.076481141
26883,0.070189241,0.251271754
26884,0.112422093,0.334947364
26885,0.210620861,0.788432235
26886,0.095134198,0.759717366
26887,0.641018108,0.89378522
26888,0.870960002,0.936865769
26889,0.05215238,0.192036589
26890,0.087090442,0.323093022
26891,0.309228997,0.509765469
26892,0.124886988,0.829148995
26893,0.051795655,0.212315992
26894,0.239085546,0.317127235
26895,0.075103701,0.845918279
26896,0.055665361,0.074268268
26897,0.062293162,0.384271682
26898,0.238783371,0.681578849
26899,0.049345287,0.047252913
26900,0.15401869,0.270456407
26901,0.006660765,0.208444746
26902,0.286745755,0.944852511
26903,0.051531491,0.033118429
26904,0.043775258,0.316207973
26905,0.333434861,0.769376715
26906,0.064210186,0.33685778
26907,0.010360737,0.556790304
26908,0.159931091,0.790803003
26909,0.067277577,0.272712728
26910,0.133949572,0.29269886
26911,0.043539485,0.054228308
26912,0.466906408,0.936162814
26913,0.715127365,0.86363174
26914,0.060034298,0.12756456
26915,0.13231216,0.679552625
26916,0.05627081,0.350674319
26917,0.005961819,0.012089068
26918,0.762749715,0.92149292
26919,0.371316167,0.682840263
26920,0.02144915,0.121661004
26921,0.123129012,0.854838258
26922,0.053909962,0.650059191
26923,0.110057667,0.533082526
26924,0.665265755,0.893016974
26925,0.112616869,0.606002243
26926,0.592049413,0.418066473
26927,0.385393025,0.681838813
26928,0.062922924,0.597871498
26929,0.135954948,0.199282202
26930,0.428287137,0.876372472
26931,0.105171718,0.312335276
26932,0.060003652,0.870244583
26933,0.089283155,0.726493748
26934,0.555858515,0.68128944
26935,0.165934914,0.438292272
26936,0.219312729,0.139429934
26937,0.272472483,0.751285737
26938,0.075508493,0.054970029
26939,0.064172538,0.055655118
26940,0.023991532,0.095790864
26941,0.058269976,0.459108369
26942,0.586503719,0.761834048
26943,0.129404401,0.606725396
26944,0.067735189,0.152680403
26945,0.115153955,0.587742401
26946,0.138801407,0.70450192
26947,0.219375671,0.758722831
26948,0.015557627,0.050907914
26949,0.007746652,0.035413228
26950,0.02971027,0.452144505
26951,0.080584363,0.331615719
26952,0.850028703,0.944603799
26953,0.782745499,0.974478688
26954,0.058132515,0.209780943
26955,0.169467682,0.590174898
26956,0.161147585,0.427228874
26957,0.028538505,0.900379971
26958,0.365972677,0.807412142
26959,0.032991967,0.236715419
26960,0.037626489,0.048100665
26961,0.240931298,0.569164896
26962,0.161110669,0.91296835
26963,0.140155637,0.282610454
26964,0.036052692,0.179381927
26965,0.796385681,0.940510834
26966,0.013640476,0.026421697
26967,0.199214844,0.605797184
26968,0.046229965,0.816207222
26969,0.040834725,0.202970678
26970,0.716597596,0.350998491
26971,0.110037323,0.318631171
26972,0.006931895,0.021694756
26973,0.064704755,0.140760811
26974,0.105938229,0.339217762
26975,0.077873977,0.635647776
26976,0.888341084,0.563395124
26977,0.061475031,0.310447291
26978,0.016372733,0.793401241
26979,0.308604476,0.64482818
26980,0.019651713,0.064937322
26981,0.066285307,0.328514351
26982,0.712490383,0.863425203
26983,0.179280006,0.612024137
26984,0.078443827,0.167708404
26985,0.018805724,0.079186177
26986,0.180674982,0.625666333
26987,0.070883946,0.170709922
26988,0.042928112,0.144152105
26989,0.359050481,0.744998955
26990,0.017790533,0.089658675
26991,0.236054216,0.50027756
26992,0.302453123,0.424131426
26993,0.142448761,0.851353689
26994,0.238217841,0.57360612
26995,0.210437092,0.546906549
26996,0.198486854,0.24241029
26997,0.016733099,0.053360977
26998,0.020576672,0.042366567
26999,0.425144607,0.522364151
27000,0.122029935,0.389764361
27001,0.037377627,0.772663552
27002,0.009559061,0.184344791
27003,0.027975995,0.072830621
27004,0.145851654,0.442445772
27005,0.352831637,0.762491767
27006,0.756524257,0.918649144
27007,0.060192572,0.113660063
27008,0.046920496,0.052710196
27009,0.063973565,0.269474855
27010,0.05457675,0.136219247
27011,0.087936811,0.135556189
27012,0.266325096,0.609527735
27013,0.113102627,0.430005796
27014,0.021768427,0.217721609
27015,0.118551523,0.343956693
27016,0.066756165,0.276404421
27017,0.466871961,0.701577427
27018,0.078741127,0.281805558
27019,0.901094554,0.963246241
27020,0.198613003,0.227708901
27021,0.135463377,0.550194759
27022,0.173446011,0.178208761
27023,0.052107355,0.132510678
27024,0.112894148,0.240429595
27025,0.05959514,0.021774777
27026,0.0737919,0.395891022
27027,0.087518536,0.739234944
27028,0.392784029,0.87949816
27029,0.125145909,0.338397526
27030,0.171723793,0.226997094
27031,0.224712993,0.826285184
27032,0.164467575,0.448739624
27033,0.341389208,0.745125892
27034,0.007947959,0.645268456
27035,0.25525244,0.363384808
27036,0.216147395,0.686439175
27037,0.659724376,0.798729676
27038,0.024521437,0.029113218
27039,0.723724366,0.918061413
27040,0.16700726,0.136279006
27041,0.133783831,0.54195281
27042,0.067971568,0.517408383
27043,0.573138356,0.768143218
27044,0.002627032,0.02471593
27045,0.163401971,0.523044686
27046,0.058352237,0.113979728
27047,0.535230882,0.476685498
27048,0.139694088,0.328191738
27049,0.245188397,0.877313279
27050,0.047728183,0.557582307
27051,0.171666544,0.41281242
27052,0.140156201,0.325889128
27053,0.886180787,0.964403715
27054,0.015068391,0.051370051
27055,0.09967998,0.83550454
27056,0.023366747,0.035708576
27057,0.030115319,0.030020065
27058,0.846232957,0.900475185
27059,0.071355289,0.222924328
27060,0.02944886,0.428843185
27061,0.084429081,0.424786823
27062,0.048917589,0.474044464
27063,0.053402737,0.53300827
27064,0.230488267,0.467772994
27065,0.062972087,0.361164938
27066,0.045781707,0.606991446
27067,0.496802452,0.758408781
27068,0.856223478,0.928491322
27069,0.572795678,0.94791212
27070,0.015096384,0.044696361
27071,0.049703789,0.069587556
27072,0.06022714,0.748807827
27073,0.026920043,0.852643809
27074,0.042197662,0.29622306
27075,0.696477302,0.844830013
27076,0.641442636,0.791055194
27077,0.040813598,0.099917896
27078,0.292364388,0.811262211
27079,0.286854837,0.935811355
27080,0.078446633,0.256747719
27081,0.020683046,0.677837714
27082,0.322726463,0.496919465
27083,0.057942436,0.259054653
27084,0.872566949,0.696014944
27085,0.049060102,0.012624139
27086,0.064577436,0.134717128
27087,0.210707398,0.319276517
27088,0.21018015,0.728872533
27089,0.145756624,0.234725392
27090,0.239189738,0.613383064
27091,0.360228517,0.167978132
27092,0.127186713,0.290138438
27093,0.205882441,0.278107092
27094,0.00326874,0.026183853
27095,0.068441463,0.530243615
27096,0.025300078,0.229962046
27097,0.552908795,0.748604747
27098,0.410771636,0.830802391
27099,0.185662963,0.49386919
27100,0.05350738,0.753682965
27101,0.076734816,0.644827403
27102,0.096812235,0.819427189
27103,0.00984822,0.04429838
27104,0.338271996,0.520320515
27105,0.025718223,0.352452972
27106,0.650807231,0.900700412
27107,0.421403357,0.691072847
27108,0.157916635,0.43365915
27109,0.078243719,0.25573883
27110,0.041741636,0.30289449
27111,0.043406554,0.390376534
27112,0.194474854,0.635979407
27113,0.098562148,0.263566813
27114,0.094111413,0.268288702
27115,0.526347836,0.868391283
27116,0.148871726,0.904351931
27117,0.051974997,0.108138191
27118,0.146821635,0.552548942
27119,0.07895623,0.306973427
27120,0.315187817,0.982621178
27121,0.01447976,0.69426195
27122,0.053798713,0.316350144
27123,0.052006156,0.144311177
27124,0.026733479,0.071352697
27125,0.01007811,0.025025073
27126,0.323628823,0.079684188
27127,0.030765669,0.068497167
27128,0.179017405,0.658426385
27129,0.642601469,0.663315264
27130,0.102818706,0.189011683
27131,0.05553907,0.071667201
27132,0.478908942,0.924099604
27133,0.105715877,0.666230006
27134,0.673024687,0.928965775
27135,0.227649971,0.636632164
27136,0.087565957,0.573109325
27137,0.078246929,0.216652282
27138,0.148800232,0.554364592
27139,0.098178621,0.083659317
27140,0.900829559,0.946407164
27141,0.581764051,0.847572842
27142,0.066794061,0.313511203
27143,0.303281069,0.476128749
27144,0.052016364,0.05220416
27145,0.371155273,0.672735888
27146,0.038114536,0.916792884
27147,0.058902439,0.250109148
27148,0.094792525,0.118982362
27149,0.291883464,0.167744164
27150,0.668776795,0.961366172
27151,0.148299073,0.758780822
27152,0.024219366,0.21776885
27153,0.247992336,0.825634476
27154,0.684972417,0.871086871
27155,0.177840174,0.685400656
27156,0.014475519,0.355025624
27157,0.008484675,0.440116193
27158,0.077479107,0.388415424
27159,0.051661806,0.145839559
27160,0.213617241,0.190960762
27161,0.435258324,0.5438957
27162,0.109307075,0.943875207
27163,0.324590565,0.465430939
27164,0.229811966,0.121416874
27165,0.44452747,0.581035743
27166,0.080241005,0.155802901
27167,0.190393906,0.483315021
27168,0.148880958,0.681010128
27169,0.45788764,0.690759235
27170,0.395608091,0.848262292
27171,0.041795593,0.347997549
27172,0.059124537,0.856356536
27173,0.234069192,0.532656956
27174,0.120668658,0.116834863
27175,0.078545449,0.133440645
27176,0.570971203,0.956959623
27177,0.845513662,0.946525161
27178,0.149772594,0.369553753
27179,0.085938943,0.279568924
27180,0.17638912,0.375542606
27181,0.030888213,0.80333162
27182,0.622922909,0.916000676
27183,0.038821952,0.55623604
27184,0.046726963,0.340805738
27185,0.467412888,0.76464381
27186,0.120405741,0.640531835
27187,0.085157795,0.107261464
27188,0.054338962,0.291046821
27189,0.052725488,0.564043982
27190,0.370769192,0.740247176
27191,0.135513064,0.944267791
27192,0.509366169,0.741574083
27193,0.005571186,0.056802639
27194,0.090422263,0.369805756
27195,0.009499351,0.083535707
27196,0.353893512,0.228411152
27197,0.05588806,0.652358348
27198,0.924373318,0.986317913
27199,0.034494372,0.140504806
27200,0.254706055,0.633375393
27201,0.718961845,0.913227872
27202,0.06740587,0.026788531
27203,0.049011177,0.085881383
27204,0.025528944,0.05411157
27205,0.101864905,0.380947811
27206,0.178498635,0.272598408
27207,0.113920188,0.274774041
27208,0.826887204,0.75860696
27209,0.18167574,0.420742219
27210,0.288411719,0.368731093
27211,0.086486108,0.24196278
27212,0.577947619,0.944426943
27213,0.285724823,0.378439999
27214,0.029992218,0.069644115
27215,0.156676453,0.82113753
27216,0.130512455,0.880847245
27217,0.047644029,0.138862875
27218,0.722378999,0.960024738
27219,0.525443517,0.667394252
27220,0.132325702,0.461480038
27221,0.194552378,0.619255427
27222,0.223639962,0.616751275
27223,0.043044616,0.67316192
27224,0.194962058,0.702995175
27225,0.195659647,0.284801166
27226,0.017103943,0.259993377
27227,0.159810279,0.401420229
27228,0.522226139,0.838841928
27229,0.689339625,0.912114085
27230,0.226969076,0.976350707
27231,0.473813748,0.810805182
27232,0.126079863,0.534304078
27233,0.280987477,0.151396165
27234,0.044244264,0.029950559
27235,0.897531812,0.954813991
27236,0.105276154,0.931508778
27237,0.189820174,0.58788942
27238,0.327222574,0.768358509
27239,0.567009306,0.246077868
27240,0.128651442,0.442896328
27241,0.080277335,0.208893482
27242,0.116177325,0.469343671
27243,0.041245181,0.077316232
27244,0.03631853,0.089080368
27245,0.125190666,0.440311146
27246,0.807669564,0.945180626
27247,0.179600577,0.932622566
27248,0.123542291,0.53188407
27249,0.114589359,0.628640009
27250,0.110883536,0.284766395
27251,0.090128359,0.292193659
27252,0.159420068,0.5406152
27253,0.071466446,0.910564689
27254,0.898360508,0.970797287
27255,0.147089262,0.342361932
27256,0.587552009,0.95443489
27257,0.433089635,0.45278387
27258,0.422069596,0.808291321
27259,0.535924817,0.924711989
27260,0.06243304,0.393890573
27261,0.134089568,0.674468707
27262,0.195496945,0.553047492
27263,0.022210355,0.05936129
27264,0.066553293,0.070525257
27265,0.02813208,0.182924286
27266,0.067838649,0.25459695
27267,0.131243721,0.778519672
27268,0.018627471,0.17205385
27269,0.782752726,0.372318161
27270,0.03097336,0.098642892
27271,0.076139686,0.370866859
27272,0.012848839,0.394158468
27273,0.051536322,0.156354008
27274,0.133766257,0.530677718
27275,0.149676622,0.375683336
27276,0.013071548,0.133967109
27277,0.044271346,0.807565795
27278,0.155925253,0.316140016
27279,0.126057041,0.353270747
27280,0.249885707,0.402827639
27281,0.068248974,0.310891138
27282,0.076316031,0.89799119
27283,0.005899902,0.019280984
27284,0.077471916,0.224135537
27285,0.100879373,0.425869704
27286,0.107756795,0.377386799
27287,0.264073584,0.649981253
27288,0.594428278,0.809807647
27289,0.28562454,0.364069882
27290,0.023726792,0.093762653
27291,0.707084247,0.821049783
27292,0.057403657,0.675070064
27293,0.112646681,0.967001552
27294,0.022484591,0.048520952
27295,0.277985826,0.861551847
27296,0.068561794,0.773908888
27297,0.063094627,0.730243507
27298,0.085701712,0.275224769
27299,0.315715974,0.767592206
27300,0.169111899,0.962421995
27301,0.004859136,0.024955222
27302,0.141079279,0.480019654
27303,0.027972164,0.078143303
27304,0.101638993,0.772984303
27305,0.035880221,0.034915469
27306,0.237727905,0.598236505
27307,0.565314183,0.761040442
27308,0.081339466,0.15888504
27309,0.548564578,0.967893784
27310,0.055418003,0.129256323
27311,0.163579195,0.107990133
27312,0.057149376,0.300120455
27313,0.064671345,0.131156493
27314,0.034480678,0.088285662
27315,0.145001453,0.356922261
27316,0.315261517,0.767365815
27317,0.062519296,0.12708888
27318,0.253009401,0.30152407
27319,0.380891361,0.881468219
27320,0.462393883,0.751758628
27321,0.040587059,0.53522545
27322,0.61715418,0.478155982
27323,0.059684111,0.565010412
27324,0.268017743,0.535004738
27325,0.765823955,0.940347598
27326,0.123011749,0.552281413
27327,0.135944579,0.345607022
27328,0.23813586,0.515605192
27329,0.109665841,0.320573656
27330,0.012652538,0.464571846
27331,0.099958347,0.201162633
27332,0.154867618,0.949813988
27333,0.643531038,0.7307438
27334,0.059908715,0.038323242
27335,0.22562128,0.10873934
27336,0.070833841,0.156681618
27337,0.228826283,0.640667685
27338,0.237181401,0.464088399
27339,0.24514234,0.331605107
27340,0.020156995,0.188053498
27341,0.215151928,0.702555534
27342,0.031265533,0.637029263
27343,0.071010585,0.141092669
27344,0.326551908,0.552926328
27345,0.058399863,0.345966784
27346,0.826272809,0.966789527
27347,0.730144557,0.950829418
27348,0.081005584,0.295949746
27349,0.076588297,0.244520579
27350,0.195427696,0.941977092
27351,0.816741626,0.89137097
27352,0.111901843,0.369935575
27353,0.010091194,0.086206947
27354,0.168544044,0.660854375
27355,0.264968204,0.459385881
27356,0.218671718,0.406978986
27357,0.152409839,0.371897774
27358,0.30132842,0.822330314
27359,0.347801241,0.816542612
27360,0.136565537,0.513925107
27361,0.040499264,0.924534488
27362,0.247788662,0.455481438
27363,0.132076872,0.246272727
27364,0.072974982,0.527827241
27365,0.377418412,0.69147232
27366,0.474078682,0.578353983
27367,0.125307486,0.404991427
27368,0.107690541,0.476524176
27369,0.050009319,0.044224456
27370,0.007346001,0.756108398
27371,0.198078102,0.41699443
27372,0.096051044,0.248906342
27373,0.76780617,0.735649399
27374,0.030177661,0.317046704
27375,0.148590818,0.959418106
27376,0.431424393,0.368092706
27377,0.118974533,0.56711259
27378,0.089815224,0.213354652
27379,0.067175412,0.213051429
27380,0.131105987,0.948355282
27381,0.041555176,0.579897042
27382,0.293999083,0.190823969
27383,0.183621354,0.64251325
27384,0.045848222,0.318932381
27385,0.09937953,0.937355162
27386,0.30506535,0.872045391
27387,0.414938308,0.880371611
27388,0.090827292,0.217758554
27389,0.065462195,0.123797366
27390,0.013567295,0.029851488
27391,0.139168046,0.732498281
27392,0.62377578,0.86080481
27393,0.014877238,0.059725513
27394,0.014418706,0.388445802
27395,0.624622544,0.587697451
27396,0.067786893,0.078638601
27397,0.872528135,0.954380186
27398,0.529331377,0.887371236
27399,0.113979547,0.583407161
27400,0.095002031,0.75915456
27401,0.346325124,0.410181712
27402,0.121033351,0.755923478
27403,0.081666718,0.214533393
27404,0.422122335,0.228555518
27405,0.859968326,0.901771509
27406,0.091699996,0.170420349
27407,0.078435248,0.087256544
27408,0.091568081,0.64015079
27409,0.834183226,0.961907284
27410,0.060326485,0.254937166
27411,0.082438222,0.177755946
27412,0.1454674,0.89122381
27413,0.013994232,0.248139164
27414,0.603563593,0.685554954
27415,0.092494967,0.233715179
27416,0.125474319,0.298402404
27417,0.100638272,0.428124158
27418,0.497486086,0.177917988
27419,0.55441477,0.94249267
27420,0.087289056,0.179198291
27421,0.234989342,0.393186929
27422,0.218190491,0.654431694
27423,0.031477528,0.342852548
27424,0.289553281,0.591900702
27425,0.260333326,0.553803565
27426,0.114716093,0.273841457
27427,0.131007913,0.337453888
27428,0.038438905,0.235115236
27429,0.530283363,0.149828876
27430,0.086071838,0.722904723
27431,0.19840815,0.57248565
27432,0.258980755,0.629247281
27433,0.083070187,0.885949137
27434,0.088336492,0.324231227
27435,0.271346155,0.711131861
27436,0.022952052,0.083622139
27437,0.085194132,0.178205633
27438,0.075768462,0.326148991
27439,0.265240123,0.292517705
27440,0.121712839,0.297606726
27441,0.772066375,0.880876593
27442,0.162878343,0.905773881
27443,0.046605669,0.140577716
27444,0.053941582,0.053816987
27445,0.03959098,0.044317035
27446,0.132349632,0.077851136
27447,0.046040099,0.253016924
27448,0.274519882,0.611966559
27449,0.2213625,0.95664717
27450,0.035157423,0.892892731
27451,0.016749927,0.146258437
27452,0.012975374,0.076265144
27453,0.096839203,0.933397168
27454,0.056842412,0.404934542
27455,0.145224761,0.176906088
27456,0.29638137,0.471096885
27457,0.071639462,0.196651871
27458,0.08142639,0.387324336
27459,0.037263624,0.15020038
27460,0.648992345,0.862967176
27461,0.038995178,0.114993276
27462,0.055885032,0.50400892
27463,0.151997617,0.412086534
27464,0.214748852,0.460814111
27465,0.687315514,0.931560933
27466,0.003472185,0.025164015
27467,0.029893036,0.440085256
27468,0.047035342,0.351459269
27469,0.023079997,0.615361806
27470,0.832283131,0.897873956
27471,0.06989147,0.592215588
27472,0.167381699,0.534151802
27473,0.102287303,0.281581598
27474,0.197004096,0.540005356
27475,0.036044084,0.041675367
27476,0.113688775,0.473698626
27477,0.131401367,0.294905732
27478,0.019853306,0.723912677
27479,0.157517759,0.229505087
27480,0.265863813,0.675948331
27481,0.597096844,0.749262366
27482,0.422936698,0.244885713
27483,0.45081251,0.743671096
27484,0.564135091,0.955871838
27485,0.030066939,0.784685701
27486,0.176440557,0.421455937
27487,0.15186067,0.895367619
27488,0.859802267,0.920352765
27489,0.800961153,0.725547575
27490,0.01151613,0.194661634
27491,0.343949655,0.663544636
27492,0.029405655,0.623535411
27493,0.109309216,0.926356544
27494,0.351306573,0.646510406
27495,0.13737452,0.26613406
27496,0.040704098,0.173016899
27497,0.09538726,0.013304739
27498,0.049720061,0.543292946
27499,0.343509174,0.887454733
27500,0.108587064,0.901705412
27501,0.041376092,0.360144055
27502,0.052969847,0.734090598
27503,0.090494681,0.494233792
27504,0.022560865,0.026440113
27505,0.011546552,0.109441656
27506,0.532667547,0.811692057
27507,0.07477989,0.206629621
27508,0.186441262,0.520694379
27509,0.168220873,0.461202479
27510,0.670343112,0.348682217
27511,0.202989216,0.540279413
27512,0.125332646,0.310530345
27513,0.085552782,0.501603948
27514,0.399177703,0.551866781
27515,0.455117287,0.348279047
27516,0.413168185,0.812323307
27517,0.007459174,0.017938681
27518,0.854492014,0.935527496
27519,0.014817841,0.069622308
27520,0.062424716,0.142362547
27521,0.056560802,0.285150454
27522,0.07918731,0.129378398
27523,0.020882277,0.321203374
27524,0.044992146,0.480265931
27525,0.124629421,0.304124113
27526,0.54690644,0.720536248
27527,0.080788011,0.929556908
27528,0.270313481,0.809381856
27529,0.099404876,0.717907065
27530,0.079224837,0.104858572
27531,0.071117389,0.07625281
27532,0.156088206,0.953235041
27533,0.255371435,0.512112081
27534,0.040552663,0.073837267
27535,0.08128767,0.844663306
27536,0.168784981,0.391280385
27537,0.688782198,0.852171954
27538,0.388302361,0.522449429
27539,0.316474449,0.767503296
27540,0.618070098,0.184613404
27541,0.634822586,0.951149891
27542,0.059281595,0.199722169
27543,0.422895867,0.616080562
27544,0.152657327,0.227932815
27545,0.224129587,0.103054212
27546,0.760828615,0.666396616
27547,0.033305906,0.120262904
27548,0.052166515,0.927903384
27549,0.087519636,0.827041595
27550,0.203964316,0.135354303
27551,0.336974012,0.59814566
27552,0.079937781,0.80534218
27553,0.083950753,0.33835828
27554,0.323081442,0.428638676
27555,0.074799092,0.278953327
27556,0.090220223,0.728412168
27557,0.167143956,0.922661227
27558,0.08710909,0.235191317
27559,0.101270197,0.713263147
27560,0.227475841,0.699903991
27561,0.444979931,0.802306344
27562,0.237041625,0.648855903
27563,0.15960542,0.511989261
27564,0.223292722,0.417587223
27565,0.129269365,0.300623073
27566,0.203214913,0.188201062
27567,0.084170892,0.516659897
27568,0.444732961,0.946577938
27569,0.199350988,0.552924451
27570,0.458329341,0.754368123
27571,0.072625675,0.073891154
27572,0.006175044,0.02149124
27573,0.019353489,0.281790339
27574,0.410349422,0.506073013
27575,0.003167513,0.154411008
27576,0.027273727,0.100358717
27577,0.160378899,0.546949771
27578,0.195292469,0.524761711
27579,0.140810182,0.620087474
27580,0.100652586,0.583463179
27581,0.109096873,0.140661007
27582,0.074829329,0.110096354
27583,0.107114953,0.22628842
27584,0.528687817,0.437595391
27585,0.269987358,0.502488717
27586,0.728253077,0.861685528
27587,0.079426356,0.6667264
27588,0.089108213,0.265079888
27589,0.06333411,0.339299671
27590,0.249443723,0.354224392
27591,0.289255316,0.802623202
27592,0.039396587,0.046397208
27593,0.051271216,0.080809421
27594,0.25044272,0.629215728
27595,0.026244116,0.123736534
27596,0.093136194,0.227260743
27597,0.099957013,0.2869302
27598,0.030755071,0.091221003
27599,0.662010965,0.837950264
27600,0.053558761,0.551318887
27601,0.003925746,0.741224059
27602,0.699409177,0.884301082
27603,0.060861457,0.067427868
27604,0.013502557,0.181791512
27605,0.482887664,0.610147004
27606,0.129239942,0.258619063
27607,0.578252068,0.500361933
27608,0.171275843,0.484056343
27609,0.339638851,0.854512961
27610,0.319728797,0.589993703
27611,0.160448466,0.056306925
27612,0.045676412,0.712784741
27613,0.823379337,0.958137022
27614,0.067139607,0.301196047
27615,0.1669908,0.965429211
27616,0.005000694,0.017040638
27617,0.215724636,0.363632254
27618,0.094552778,0.32191087
27619,0.303850195,0.391215361
27620,0.435649574,0.594780876
27621,0.210218758,0.597526065
27622,0.522167631,0.951103801
27623,0.329115198,0.859566822
27624,0.121855131,0.817475706
27625,0.058014614,0.390110929
27626,0.014376328,0.130116972
27627,0.824844995,0.861362667
27628,0.045485181,0.77373415
27629,0.004269347,0.04800803
27630,0.283446506,0.801445888
27631,0.146258526,0.377338079
27632,0.018213861,0.16015774
27633,0.468204189,0.691340276
27634,0.102482939,0.306376705
27635,0.095918537,0.37206608
27636,0.274400102,0.930014542
